Gene	D7	D14	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
PARG	0.27965930159021	0.0432176984097897	8505	PARG	PARG	8505	0.27965930159021	0.0432176984097897	-0.236441603180421	737	16066		none	6
C1orf127	-0.137591771078891	0.00273097107889056	148345	C1orf127	C1orf127	148345	-0.137591771078891	0.00273097107889056	0.140322742157781	15596	5751		none	6
RREB1	0.224718432185642	0.0928005678143582	6239	RREB1	RREB1	6239	0.224718432185642	0.0928005678143582	-0.131917864371284	2726	12642		none	6
TRIM49D1	-0.0107682134903648	-0.0272424865096352	399939	TRIM49D1	TRIM49D1	399939	-0.0107682134903648	-0.0272424865096352	-0.0164742730192704	8006	1280		none	6
TBC1D5	-0.0692342615274555	0.0533012615274555	9779	TBC1D5	TBC1D5	9779	-0.0692342615274555	0.0533012615274555	0.122535523054911	14990	6183		none	6
HSD3B2	0.303827042654657	0.0535199573453429	3284	HSD3B2	HSD3B2	3284	0.303827042654657	0.0535199573453429	-0.250307085309314	606	4114		none	6
RAB39A	-0.236354271922663	-0.0433257280773371	54734	RAB39A	RAB39A	54734	-0.236354271922663	-0.0433257280773371	0.193028543845326	16843	14475		none	6
LY6G5B	-0.046531170875535	0.082752170875535	58496	LY6G5B	LY6G5B	58496	-0.046531170875535	0.082752170875535	0.12928334175107	15234	5279		none	6
GPR152	0.0765699745624144	-0.0202569745624144	390212	GPR152	GPR152	390212	0.0765699745624144	-0.0202569745624144	-0.0968269491248288	3992	4078		none	6
MAL2	0.0851463481701384	-0.0189093481701384	114569	MAL2	MAL2	114569	0.0851463481701384	-0.0189093481701384	-0.104055696340277	3697	14908		none	6
ZFP36L1	0.0398199833201812	-0.226651983320181	677	ZFP36L1	ZFP36L1	677	0.0398199833201812	-0.226651983320181	-0.266471966640362	461	4992		none	6
AKAP8L	-0.218307462571061	0.0512654625710614	26993	AKAP8L	AKAP8L	26993	-0.218307462571061	0.0512654625710614	0.269572925142123	17709	5064		none	6
hsa-mir-633	-0.0881961773759635	0.0157351773759635	693218	hsa-mir-633	hsa-mir-633	693218	-0.0881961773759635	0.0157351773759635	0.103931354751927	14279	3936		none	6
SLC7A4	-0.453945129116139	-0.224664870883861	6545	SLC7A4	SLC7A4	6545	-0.453945129116139	-0.224664870883861	0.229280258232277	17357	17818		none	6
AHNAK	0.00243792388026929	-0.0639661238802693	79026	AHNAK	AHNAK	79026	0.00243792388026929	-0.0639661238802693	-0.0664040477605386	5378	6988		none	6
OR5L2	-0.0180669308350474	0.0200599308350474	26338	OR5L2	OR5L2	26338	-0.0180669308350474	0.0200599308350474	0.0381268616700949	11064	14090		none	6
RTN2	0.0572067827829494	-0.118313782782949	6253	RTN2	RTN2	6253	0.0572067827829494	-0.118313782782949	-0.175520565565899	1662	3274		none	6
LYRM2	0.00390651490757298	0.019939185092427	57226	LYRM2	LYRM2	57226	0.00390651490757298	0.019939185092427	0.016032670184854	9835	9003		none	6
FAM200A	-0.158264753261482	-0.0201922467385184	221786	FAM200A	FAM200A	221786	-0.158264753261482	-0.0201922467385184	0.138072506522963	15505	7634		none	6
hsa-mir-330	-0.231916594286601	-0.195303405713399	442902	hsa-mir-330	hsa-mir-330	442902	-0.231916594286601	-0.195303405713399	0.0366131885732029	10972	6287		none	6
IL17RE	-0.137932430569742	0.0528564305697419	132014	IL17RE	IL17RE	132014	-0.137932430569742	0.0528564305697419	0.190788861139484	16790	5062		none	6
GALNT13	-0.00753780991668435	0.00243021991668435	114805	GALNT13	GALNT13	114805	-0.00753780991668435	0.00243021991668435	0.00996802983336871	9482	5426		none	6
MID1	-0.0388460940525764	-0.297415905947424	4281	MID1	MID1	4281	-0.0388460940525764	-0.297415905947424	-0.258569811894847	517	11455		none	6
ZNF778	0.271386752815236	0.279613247184764	197320	ZNF778	ZNF778	197320	0.271386752815236	0.279613247184764	0.00822649436952777	9391	15152		none	6
RGS12	-0.201065556828011	-0.0613654431719894	6002	RGS12	RGS12	6002	-0.201065556828011	-0.0613654431719894	0.139700113656021	15567	10090		none	6
GRM3	0.0694675801461353	0.0291224198538647	2913	GRM3	GRM3	2913	0.0694675801461353	0.0291224198538647	-0.0403451602922705	6705	11895		none	6
SLC25A53	-0.0717954694159393	-0.000185630584060724	401612	SLC25A53	SLC25A53	401612	-0.0717954694159393	-0.000185630584060724	0.0716098388318786	12846	7690		none	6
STX8	-0.0149860429762595	-0.0174739570237405	9482	STX8	STX8	9482	-0.0149860429762595	-0.0174739570237405	-0.00248791404748103	8784	2813		none	6
MSC	-0.0103226641270919	0.100841164127092	9242	MSC	MSC	9242	-0.0103226641270919	0.100841164127092	0.111163828254184	14564	8999		none	6
PLLP	-0.0688384023059872	0.208127402305987	51090	PLLP	PLLP	51090	-0.0688384023059872	0.208127402305987	0.276965804611974	17750	10061		none	6
OR9G4	0.0917727851175055	0.0758152148824945	283189	OR9G4	OR9G4	283189	0.0917727851175055	0.0758152148824945	-0.0159575702350111	8036	8299		none	6
FAM96B	-0.312714616090115	-0.814015383909885	51647	FAM96B	FAM96B	51647	-0.312714616090115	-0.814015383909885	-0.501300767819769	35	6437		none	6
AMOTL1	-0.119066848930616	0.0237198489306165	154810	AMOTL1	AMOTL1	154810	-0.119066848930616	0.0237198489306165	0.142786697861233	15663	7897		none	6
C6orf141	0.136271274812887	0.231108725187113	135398	C6orf141	C6orf141	135398	0.136271274812887	0.231108725187113	0.0948374503742261	13883	10681		none	6
TRAF7	0.0805642698677275	0.0230817301322725	84231	TRAF7	TRAF7	84231	0.0805642698677275	0.0230817301322725	-0.0574825397354549	5806	12726		none	6
PRKAR2A	0.1310422870516	0.0543207129483995	5576	PRKAR2A	PRKAR2A	5576	0.1310422870516	0.0543207129483995	-0.0767215741032009	4881	13947		none	6
WNK4	0.00402591815303471	-0.202722918153035	65266	WNK4	WNK4	65266	0.00402591815303471	-0.202722918153035	-0.206748836306069	1117	9565		none	6
ADRBK1	0.00711633765527163	-0.00317753765527163	156	ADRBK1	ADRBK1	156	0.00711633765527163	-0.00317753765527163	-0.0102938753105433	8371	4997		none	6
SPTB	-0.0313756752797012	-0.171221324720299	6710	SPTB	SPTB	6710	-0.0313756752797012	-0.171221324720299	-0.139845649440598	2495	17520		none	6
ZNF22	0.0372738899003141	0.101598110099686	7570	ZNF22	ZNF22	7570	0.0372738899003141	0.101598110099686	0.0643242201993718	12459	14950		none	6
hsa-mir-575	0.123730019774025	-0.0413710197740254	693160	hsa-mir-575	hsa-mir-575	693160	0.123730019774025	-0.0413710197740254	-0.165101039548051	1866	5297		none	6
C5orf24	0.102844421306883	-0.159914421306883	134553	C5orf24	C5orf24	134553	0.102844421306883	-0.159914421306883	-0.262758842613765	496	3021		none	6
HSFX1	0.0614839919815402	-0.0563389919815402	100506164	HSFX1	HSFX1	100506164	0.0614839919815402	-0.0563389919815402	-0.11782298396308	3176	14343		none	6
OR51A4	0.124237590388239	0.136592409611761	401666	OR51A4	OR51A4	401666	0.124237590388239	0.136592409611761	0.012354819223522	9624	12163		none	6
PIAS1	-0.205816042886728	-0.0295219571132725	8554	PIAS1	PIAS1	8554	-0.205816042886728	-0.0295219571132725	0.176294085773455	16504	2008		none	6
WISP1	0.00175812356018794	0.153698976439812	8840	WISP1	WISP1	8840	0.00175812356018794	0.153698976439812	0.151940852879624	15933	14342		none	6
ATRN	0.053677161045875	0.114542838954125	8455	ATRN	ATRN	8455	0.053677161045875	0.114542838954125	0.06086567790825	12286	5531		none	6
SPATA31C2	-0.0733437429973377	0.0026477429973377	645961	SPATA31C2	SPATA31C2	645961	-0.0733437429973377	0.0026477429973377	0.0759914859946754	13043	2020		none	6
RDH10	0.141755158175007	0.177594841824993	157506	RDH10	RDH10	157506	0.141755158175007	0.177594841824993	0.0358396836499852	10924	12447		none	6
SKAP2	0.0305620123918397	-0.0260260123918397	8935	SKAP2	SKAP2	8935	0.0305620123918397	-0.0260260123918397	-0.0565880247836794	5862	982		none	6
UBAC2	-0.21188522681555	-0.0883447731844501	337867	UBAC2	UBAC2	337867	-0.21188522681555	-0.0883447731844501	0.1235404536311	15025	5346		none	6
ZMYM2	0.0124853212033585	0.0315676787966415	7750	ZMYM2	ZMYM2	7750	0.0124853212033585	0.0315676787966415	0.0190823575932831	10019	6157		none	6
DMP1	-0.134990688949591	-0.0802023110504092	1758	DMP1	DMP1	1758	-0.134990688949591	-0.0802023110504092	0.0547883778991815	11963	15944		none	6
DFFA	-0.224301833931574	-0.203898166068426	1676	DFFA	DFFA	1676	-0.224301833931574	-0.203898166068426	0.020403667863149	10095	15778		none	6
ECHDC3	0.107009854769898	0.0092254452301022	79746	ECHDC3	ECHDC3	79746	0.107009854769898	0.0092254452301022	-0.0977844095397956	3951	9482		none	6
ANKS6	-0.116282351769459	-0.167867648230541	203286	ANKS6	ANKS6	203286	-0.116282351769459	-0.167867648230541	-0.0515852964610811	6126	10701		none	6
SZRD1	0.108177690422537	0.187672309577463	26099	SZRD1	SZRD1	26099	0.108177690422537	0.187672309577463	0.0794946191549252	13190	11865		none	6
PPM1F	-0.0332400985348851	0.00919469853488507	9647	PPM1F	PPM1F	9647	-0.0332400985348851	0.00919469853488507	0.0424347970697701	11297	5532		none	6
hsa-mir-451a	-0.00692532264924009	0.00817752264924009	574411	hsa-mir-451a	hsa-mir-451a	574411	-0.00692532264924009	0.00817752264924009	0.0151028452984802	9784	7932		none	6
PXDC1	-0.0623427070404995	0.0862797070404995	221749	PXDC1	PXDC1	221749	-0.0623427070404995	0.0862797070404995	0.148622414080999	15843	7401		none	6
N6AMT2	-0.0552504297464871	0.0258304297464871	221143	N6AMT2	N6AMT2	221143	-0.0552504297464871	0.0258304297464871	0.0810808594929743	13262	5312		none	6
BEX1	0.0052134010566444	-0.0886164010566444	55859	BEX1	BEX1	55859	0.0052134010566444	-0.0886164010566444	-0.0938298021132888	4120	14255		none	6
C1orf204	-0.162958298811009	-0.0189057011889914	284677	C1orf204	C1orf204	284677	-0.162958298811009	-0.0189057011889914	0.144052597622017	15712	9863		none	6
ANO3	-0.0227603696887214	0.184047369688721	63982	ANO3	ANO3	63982	-0.0227603696887214	0.184047369688721	0.206807739377443	17081	1351		none	6
PIEZO1	-0.0807669356790744	0.105360935679074	9780	PIEZO1	PIEZO1	9780	-0.0807669356790744	0.105360935679074	0.186127871358149	16687	13851		none	6
MAP3K5	-0.0552620647016141	0.0488000647016141	4217	MAP3K5	MAP3K5	4217	-0.0552620647016141	0.0488000647016141	0.104062129403228	14286	9097		none	6
WASF1	-0.254516360461833	-0.308943639538167	8936	WASF1	WASF1	8936	-0.254516360461833	-0.308943639538167	-0.0544272790763348	5959	3406		none	6
GPX4	-0.424597489581422	-0.704452510418578	2879	GPX4	GPX4	2879	-0.424597489581422	-0.704452510418578	-0.279855020837156	381	9112		none	6
KIAA1244	-0.253079635235631	0.0269866352356312	57221	KIAA1244	KIAA1244	57221	-0.253079635235631	0.0269866352356312	0.280066270471262	17762	15745		none	6
hsa-mir-6851	-0.187619786018909	-0.142440213981091	102465512	hsa-mir-6851	hsa-mir-6851	102465512	-0.187619786018909	-0.142440213981091	0.0451795720378174	11443	16216		none	6
GRIN3A	-0.179488117281952	0.0484511172819515	116443	GRIN3A	GRIN3A	116443	-0.179488117281952	0.0484511172819515	0.227939234563903	17346	13963		none	6
TRIM32	0.182086474765948	0.128683525234052	22954	TRIM32	TRIM32	22954	0.182086474765948	0.128683525234052	-0.0534029495318958	6021	11475		none	6
KMO	0.0258310503684984	0.0414319496315016	8564	KMO	KMO	8564	0.0258310503684984	0.0414319496315016	0.0156008992630032	9805	16526		none	6
NRXN3	-0.0375624660268677	-0.0253335339731323	9369	NRXN3	NRXN3	9369	-0.0375624660268677	-0.0253335339731323	0.0122289320537353	9615	9224		none	6
OR10K2	-0.120583577155718	-0.122006422844282	391107	OR10K2	OR10K2	391107	-0.120583577155718	-0.122006422844282	-0.0014228456885635	8851	679		none	6
NCK2	0.0171610898243072	0.00147461017569284	8440	NCK2	NCK2	8440	0.0171610898243072	0.00147461017569284	-0.0156864796486143	8051	14124		none	6
RAPGEF1	0.316832840535998	0.090383159464002	2889	RAPGEF1	RAPGEF1	2889	0.316832840535998	0.090383159464002	-0.226449681071996	848	9593		none	6
YPEL5	-0.00511632384240759	-0.0751600461575924	51646	YPEL5	YPEL5	51646	-0.00511632384240759	-0.0751600461575924	-0.0700437223151848	5200	4300		none	6
DKKL1	0.0808619452498366	0.0415970547501634	27120	DKKL1	DKKL1	27120	0.0808619452498366	0.0415970547501634	-0.0392648904996732	6759	16844		none	6
hsa-mir-6872	0.0101898849082905	-0.0455228849082905	102465526	hsa-mir-6872	hsa-mir-6872	102465526	0.0101898849082905	-0.0455228849082905	-0.055712769816581	5902	1292		none	6
GLE1	-0.219337599680611	-0.424862400319389	2733	GLE1	GLE1	2733	-0.219337599680611	-0.424862400319389	-0.205524800638777	1131	10630		none	6
YARS2	-0.0825645134670705	-0.148952486532929	51067	YARS2	YARS2	51067	-0.0825645134670705	-0.148952486532929	-0.0663879730658589	5379	11849		none	6
FAM19A1	0.0325655620222345	0.0676694379777655	407738	FAM19A1	FAM19A1	407738	0.0325655620222345	0.0676694379777655	0.035103875955531	10883	16761		none	6
CCDC25	-0.00555800647734459	-0.0317550935226554	55246	CCDC25	CCDC25	55246	-0.00555800647734459	-0.0317550935226554	-0.0261970870453108	7469	296		none	6
GON4L	-0.19999873253812	-0.24750126746188	54856	GON4L	GON4L	54856	-0.19999873253812	-0.24750126746188	-0.0475025349237602	6341	8788		none	6
FOSL2	-0.0483456725263135	0.0407436725263135	2355	FOSL2	FOSL2	2355	-0.0483456725263135	0.0407436725263135	0.0890893450526271	13632	9232		none	6
OR11H1	0.310523820660587	0.247456179339413	81061	OR11H1	OR11H1	81061	0.310523820660587	0.247456179339413	-0.0630676413211733	5520	5704		none	6
KDM3A	-0.0502162984853916	0.00799109848539161	55818	KDM3A	KDM3A	55818	-0.0502162984853916	0.00799109848539161	0.0582073969707832	12151	15440		none	6
ANXA13	-0.0640668034204693	-0.163369196579531	312	ANXA13	ANXA13	312	-0.0640668034204693	-0.163369196579531	-0.0993023931590614	3881	11915		none	6
ZFC3H1	-0.143773054299088	-0.141066945700912	196441	ZFC3H1	ZFC3H1	196441	-0.143773054299088	-0.141066945700912	0.0027061085981758	9093	8682		none	6
NR2F6	0.135666864230112	-0.123466864230112	2063	NR2F6	NR2F6	2063	0.135666864230112	-0.123466864230112	-0.259133728460223	514	17516		none	6
RPL26L1	-0.0933504130258177	-0.0345655869741822	51121	RPL26L1	RPL26L1	51121	-0.0933504130258177	-0.0345655869741822	0.0587848260516355	12168	11707		none	6
VCPIP1	0.0330968884483354	0.00592981155166457	80124	VCPIP1	VCPIP1	80124	0.0330968884483354	0.00592981155166457	-0.0271670768966709	7416	14479		none	6
STXBP5	0.0252922303169626	0.0426007696830374	134957	STXBP5	STXBP5	134957	0.0252922303169626	0.0426007696830374	0.0173085393660748	9910	10275		none	6
CPN2	-0.00320466795277093	0.0448661679527709	1370	CPN2	CPN2	1370	-0.00320466795277093	0.0448661679527709	0.0480708359055419	11588	8900		none	6
HIVEP3	-0.203109824587952	-0.249830175412048	59269	HIVEP3	HIVEP3	59269	-0.203109824587952	-0.249830175412048	-0.0467203508240951	6382	7397		none	6
PIGT	-0.0658926552996344	-0.0581433447003656	51604	PIGT	PIGT	51604	-0.0658926552996344	-0.0581433447003656	0.00774931059926887	9372	5617		none	6
RPP38	-0.274920727001624	-0.524259272998376	10557	RPP38	RPP38	10557	-0.274920727001624	-0.524259272998376	-0.249338545996753	615	9509		none	6
ALDOB	0.0462619603913851	-0.0175499603913851	229	ALDOB	ALDOB	229	0.0462619603913851	-0.0175499603913851	-0.0638119207827702	5484	1665		none	6
FOXP3	-0.151096355432817	-0.129083644567183	50943	FOXP3	FOXP3	50943	-0.151096355432817	-0.129083644567183	0.0220127108656343	10182	7290		none	6
SLX4	-0.228754789433039	-0.189685210566961	84464	SLX4	SLX4	84464	-0.228754789433039	-0.189685210566961	0.0390695788660783	11129	2337		none	6
NLRP6	0.11693394524053	0.13517605475947	171389	NLRP6	NLRP6	171389	0.11693394524053	0.13517605475947	0.0182421095189405	9967	1106		none	6
PLXNB1	-0.0719512466668549	-0.0237977533331451	5364	PLXNB1	PLXNB1	5364	-0.0719512466668549	-0.0237977533331451	0.0481534933337097	11596	16292		none	6
CTSB	-0.0272456136985556	-0.114984386301444	1508	CTSB	CTSB	1508	-0.0272456136985556	-0.114984386301444	-0.0877387726028888	4369	2415		none	6
CSF2	-0.179456270119302	-0.0839297298806979	1437	CSF2	CSF2	1437	-0.179456270119302	-0.0839297298806979	0.0955265402386042	13910	215		none	6
KIAA1919	0.186214396760889	0.0406256032391106	91749	KIAA1919	KIAA1919	91749	0.186214396760889	0.0406256032391106	-0.145588793521779	2323	13450		none	6
ACVR1	-0.0172235095749296	0.0225775095749296	90	ACVR1	ACVR1	90	-0.0172235095749296	0.0225775095749296	0.0398010191498592	11168	9086		none	6
PDE7A	-0.00366309453056455	0.0559177945305646	5150	PDE7A	PDE7A	5150	-0.00366309453056455	0.0559177945305646	0.0595808890611291	12220	14306		none	6
CALML6	-0.14273699022211	0.0479449902221105	163688	CALML6	CALML6	163688	-0.14273699022211	0.0479449902221105	0.190681980444221	16789	2261		none	6
MEIS3	-0.0132561794771518	0.110530179477152	56917	MEIS3	MEIS3	56917	-0.0132561794771518	0.110530179477152	0.123786358954304	15038	15134		none	6
TLR6	-0.00295500514460302	0.00515236614460302	10333	TLR6	TLR6	10333	-0.00295500514460302	0.00515236614460302	0.00810737128920604	9385	10851		none	6
GDI1	-0.217369054977666	-0.254340945022334	2664	GDI1	GDI1	2664	-0.217369054977666	-0.254340945022334	-0.0369718900446679	6885	9298		none	6
C15orf39	0.0513774240081863	-0.100502424008186	56905	C15orf39	C15orf39	56905	0.0513774240081863	-0.100502424008186	-0.151879848016373	2172	13399		none	6
AFF2	-0.148168293537787	0.0294442935377871	2334	AFF2	AFF2	2334	-0.148168293537787	0.0294442935377871	0.177612587075574	16528	3737		none	6
ANO8	0.00554888610576745	0.0853726138942325	57719	ANO8	ANO8	57719	0.00554888610576745	0.0853726138942325	0.0798237277884651	13210	15974		none	6
MIEF1	-0.0156632455440315	0.0622312455440315	54471	MIEF1	MIEF1	54471	-0.0156632455440315	0.0622312455440315	0.077894491088063	13113	10780		none	6
AFTPH	0.0962737764692466	0.0814302235307534	54812	AFTPH	AFTPH	54812	0.0962737764692466	0.0814302235307534	-0.0148435529384932	8102	2607		none	6
METTL10	0.221135303716995	0.165864696283005	399818	METTL10	METTL10	399818	0.221135303716995	0.165864696283005	-0.0552706074339896	5922	3203		none	6
HHLA3	-0.169684319393507	-0.249405680606493	11147	HHLA3	HHLA3	11147	-0.169684319393507	-0.249405680606493	-0.0797213612129857	4737	9006		none	6
ARL6IP1	0.0619732939878035	0.0765757060121964	23204	ARL6IP1	ARL6IP1	23204	0.0619732939878035	0.0765757060121964	0.0146024120243929	9760	4916		none	6
hsa-mir-488	0.163733034575533	0.161336965424467	574441	hsa-mir-488	hsa-mir-488	574441	0.163733034575533	0.161336965424467	-0.00239606915106547	8788	5204		none	6
ADCY8	0.0092117772582549	0.149815222741745	114	ADCY8	ADCY8	114	0.0092117772582549	0.149815222741745	0.14060344548349	15603	11540		none	6
STYK1	-0.156486135731312	-0.0355518642686876	55359	STYK1	STYK1	55359	-0.156486135731312	-0.0355518642686876	0.120934271462625	14940	5227		none	6
ARPP21	0.207444216913517	0.0795907830864829	10777	ARPP21	ARPP21	10777	0.207444216913517	0.0795907830864829	-0.127853433827034	2866	18093		none	6
CDYL	-0.275709016522442	-0.0495399834775576	9425	CDYL	CDYL	9425	-0.275709016522442	-0.0495399834775576	0.226169033044885	17331	2032		none	6
PRKAA2	-0.0868010705760543	-0.00420492942394569	5563	PRKAA2	PRKAA2	5563	-0.0868010705760543	-0.00420492942394569	0.0825961411521086	13336	12196		none	6
NDUFB5	0.089945653521362	-0.103135653521362	4711	NDUFB5	NDUFB5	4711	0.089945653521362	-0.103135653521362	-0.193081307042724	1322	337		none	6
DEF6	-0.142943384659606	-0.249526615340394	50619	DEF6	DEF6	50619	-0.142943384659606	-0.249526615340394	-0.106583230680788	3612	16350		none	6
PLA2G2A	0.0884048790918944	0.186854120908106	5320	PLA2G2A	PLA2G2A	5320	0.0884048790918944	0.186854120908106	0.0984492418162113	14053	4627		none	6
MMS19	-0.0247295805645217	0.134312580564522	64210	MMS19	MMS19	64210	-0.0247295805645217	0.134312580564522	0.159042161129043	16114	12087		none	6
ALPP	0.0774184006550228	0.106280599344977	250	ALPP	ALPP	250	0.0774184006550228	0.106280599344977	0.0288621986899544	10549	6085		none	6
ZNF302	0.214821375726265	0.113138624273735	55900	ZNF302	ZNF302	55900	0.214821375726265	0.113138624273735	-0.101682751452531	3789	1149		none	6
RANBP2	-0.128437730722922	0.0827167307229224	5903	RANBP2	RANBP2	5903	-0.128437730722922	0.0827167307229224	0.211154461445845	17150	11051		none	6
OCIAD1	0.151007326320115	0.0957556736798845	54940	OCIAD1	OCIAD1	54940	0.151007326320115	0.0957556736798845	-0.0552516526402309	5924	7276		none	6
