sgRNA	Gene	test1.D0	test1.T14	test1.D14	test3.D0	test3.T14	test3.D14
HGLibA_43633	SETBP1	161	119	184	120	186	165
HGLibA_10334	CNOT2	97	94	92	160	149	171
HGLibA_09223	CES3	189	278	233	300	218	209
HGLibA_53032	UNC80	240	240	229	399	214	255
HGLibA_38824	PRR23B	248	240	242	300	274	240
HGLibA_24909	KIF24	90	126	164	88	121	72
HGLibA_09628	CHST15	105	31	67	95	106	56
HGLibA_60893	hsa-mir-4696	171	144	129	172	216	119
HGLibA_48288	TAMM41	123	189	139	164	175	102
HGLibA_46593	SPDYE4	97	129	129	237	158	150
HGLibA_00058	AANAT	112	126	151	106	162	103
HGLibA_59749	hsa-mir-4260	112	95	142	149	118	94
HGLibA_34285	OR5F1	183	211	197	151	157	168
HGLibA_06749	C9orf64	202	120	101	177	184	112
HGLibA_56174	ZNF529	31	35	52	7	66	36
HGLibA_52754	UBR3	183	163	216	119	301	193
HGLibA_19101	GINM1	69	84	68	69	85	55
HGLibA_23858	ITPR3	138	156	85	161	319	120
HGLibA_11630	CTHRC1	110	145	93	48	99	99
HGLibA_00255	ABHD15	135	116	66	77	142	106
HGLibA_31991	NKAIN2	148	144	100	130	122	104
HGLibA_08850	CDNF	155	155	179	251	188	172
HGLibA_15420	ERBB3	139	121	147	137	121	103
HGLibA_07747	CCDC28B	188	226	195	174	207	114
HGLibA_07959	CCKBR	115	115	183	183	115	132
HGLibA_35973	PDZD2	264	261	231	229	191	215
HGLibA_35857	PDGFRB	27	38	18	14	71	22
HGLibA_25113	KLHDC8B	133	180	96	196	163	107
HGLibA_44499	SLC19A1	225	246	191	239	385	216
HGLibA_43713	SF3B4	125	154	146	128	143	97
HGLibA_39480	PTPN9	60	32	71	27	35	45
HGLibA_36101	PEX16	123	55	76	114	134	83
HGLibA_15398	EQTN	103	142	123	157	60	124
HGLibA_59827	hsa-mir-4281	65	94	64	89	52	50
HGLibA_34264	OR5B21	67	49	71	72	173	57
HGLibA_22776	IFT81	94	73	78	35	36	60
HGLibA_47105	SS18L1	124	124	198	111	189	116
HGLibA_60688	hsa-mir-4646	126	102	105	111	101	87
HGLibA_42562	S100A6	166	196	135	94	128	146
HGLibA_08391	CD44	165	181	185	175	217	161
HGLibA_42046	RPRD1B	114	146	151	106	90	67
HGLibA_45925	SNF8	353	155	179	404	243	120
HGLibA_07353	CAT	242	155	151	173	251	141
HGLibA_14147	DUSP16	156	177	173	247	169	219
HGLibA_47592	STRIP2	86	110	37	83	70	75
HGLibA_25505	KRT4	110	132	127	153	137	113
HGLibA_33400	OOEP	203	234	346	171	187	180
HGLibA_57631	hsa-mir-129-2	88	161	143	127	201	87
HGLibA_63261	hsa-mir-6772	185	162	220	163	257	176
HGLibA_16418	FAM203A	269	192	203	259	271	183
HGLibA_24131	KCNA3	138	144	218	183	121	126
HGLibA_26546	LIMS1	95	106	127	93	117	137
HGLibA_61520	hsa-mir-5090	75	151	129	161	295	119
HGLibA_34349	OR5P3	491	700	526	551	655	510
HGLibA_23496	IQCD	59	62	65	96	24	33
HGLibA_11324	CSF1R	137	127	119	86	166	117
HGLibA_22832	IGFBP7	115	144	138	129	107	40
HGLibA_07731	CCDC22	182	189	276	240	284	205
HGLibA_10769	CORIN	91	104	144	120	199	90
HGLibA_28974	METTL20	50	37	83	49	54	32
HGLibA_17782	FOLR1	29	47	18	53	55	82
HGLibA_21705	HMGCLL1	144	156	109	160	209	105
HGLibA_02378	APBB1	73	113	110	78	121	99
HGLibA_38705	PROX2	104	80	82	136	68	113
HGLibA_39599	PUS10	41	24	26	41	76	17
HGLibA_34271	OR5C1	31	65	29	63	64	49
HGLibA_49839	TMEM100	108	164	138	173	198	193
HGLibA_44966	SLC35B3	343	338	366	269	333	289
HGLibA_31878	NGFRAP1	91	86	51	135	111	55
HGLibA_43847	SGPL1	326	310	384	376	449	324
HGLibA_40923	RFK	31	10	28	9	52	20
HGLibA_22500	ICAM3	86	78	66	68	115	48
HGLibA_18833	GCSH	209	203	205	273	348	176
HGLibA_20934	HBP1	162	149	188	246	267	185
HGLibA_08627	CDCP2	122	161	168	90	117	134
HGLibA_50565	TMEM95	219	215	272	206	304	191
HGLibA_51012	TOPORS	170	133	179	157	219	136
HGLibA_62411	hsa-mir-5787	13	33	28	4	14	29
HGLibA_49640	TLR1	22	17	17	19	4	2
HGLibA_32425	NPC2	126	83	97	81	129	131
HGLibA_28079	MAN2B2	123	97	122	113	203	164
HGLibA_27510	LRWD1	316	390	261	362	450	276
HGLibA_03235	ASB3	317	314	347	260	334	277
HGLibA_21680	HMG20B	30	39	27	39	26	15
HGLibA_23564	IRAK4	22	36	23	20	45	32
HGLibA_39542	PTPRU	349	314	276	347	259	192
HGLibA_24740	KIAA1324L	170	114	177	141	203	152
HGLibA_19034	GHDC	124	84	68	121	109	101
HGLibA_32826	NT5DC3	173	181	134	99	266	58
HGLibA_06922	CACNB3	205	185	204	265	139	173
HGLibA_25420	KRT12	173	144	134	207	197	130
HGLibA_51926	TSPAN3	283	274	305	461	678	304
HGLibA_18228	FXYD2	96	151	139	135	99	116
HGLibA_18725	GBGT1	75	55	60	68	80	76
HGLibA_26392	LGI1	91	100	83	141	187	165
HGLibA_00152	ABCB8	205	253	194	290	309	223
HGLibA_09864	CLDN16	231	233	221	197	215	160
HGLibA_46378	SPANXA1	948	1107	1161	1196	1350	994
HGLibA_09178	CEP95	173	229	215	128	248	144
HGLibA_52753	UBR3	287	232	259	232	253	250
HGLibA_52933	UGT3A1	158	128	129	116	228	156
HGLibA_43265	SECISBP2	119	107	95	99	106	130
HGLibA_38178	PPP2R5D	25	22	24	19	13	22
HGLibA_44297	SKP2	198	123	176	203	261	117
HGLibA_23349	INPP5D	220	170	223	193	267	205
HGLibA_02653	ARF4	238	222	136	351	194	119
HGLibA_41150	RHD	75	93	72	77	72	97
HGLibA_34994	PAFAH1B3	162	167	137	93	175	98
HGLibA_01703	ALPK2	64	100	91	96	77	65
HGLibA_33487	OR10G2	591	480	577	343	414	376
HGLibA_06886	CACNA1E	184	179	189	242	287	125
HGLibA_42012	RPLP1	109	96	59	75	114	82
HGLibA_46802	SPRR1A	36	31	32	44	30	37
HGLibA_61091	hsa-mir-4748	74	109	117	148	156	117
HGLibA_43557	SERPINB5	76	41	107	54	141	49
HGLibA_29703	MPC1	227	243	199	242	330	288
HGLibA_06310	C4orf27	135	127	109	100	91	107
HGLibA_64580	NonTargetingControlGuideForHuman_0197	131	129	112	47	198	119
HGLibA_43539	SERPINB10	182	165	165	260	503	143
HGLibA_35851	PDGFD	208	314	268	216	179	195
HGLibA_41602	RNF19A	94	98	135	112	94	72
HGLibA_17769	FNIP2	129	113	160	220	313	152
HGLibA_02030	ANKRD20A2	252	271	192	451	286	238
HGLibA_19319	GLRX3	163	154	132	177	163	77
HGLibA_29835	MRGBP	147	138	139	156	206	90
HGLibA_54249	WFDC10B	567	749	625	666	840	608
HGLibA_26193	LCOR	155	117	157	178	102	160
HGLibA_59787	hsa-mir-4270	68	97	66	162	224	130
HGLibA_15264	EPB49	224	128	178	229	213	196
HGLibA_29670	MORN2	142	157	140	129	254	143
HGLibA_20253	GRHL3	135	128	174	227	329	216
HGLibA_57438	hsa-mir-1258	118	147	159	164	117	116
HGLibA_41960	RPL36AL	154	129	142	267	241	228
HGLibA_53059	UPF2	275	355	295	206	260	285
HGLibA_23585	IRF3	365	312	384	395	311	328
HGLibA_56999	ZSCAN20	169	144	187	203	150	148
HGLibA_56431	ZNF629	96	112	102	74	62	106
HGLibA_50468	TMEM61	89	53	107	122	110	92
HGLibA_65379	NonTargetingControlGuideForHuman_0996	38	53	31	15	21	24
HGLibA_30032	MRPS11	135	165	131	69	159	93
HGLibA_37844	PPARG	81	69	65	117	91	91
HGLibA_42334	RSPH4A	111	108	145	76	205	95
HGLibA_44827	SLC27A6	164	145	181	164	242	135
HGLibA_28961	METTL15	111	135	157	154	227	153
HGLibA_54077	WDR36	232	267	232	238	253	158
HGLibA_10181	CMBL	201	216	261	248	335	219
HGLibA_61923	hsa-mir-548at	142	112	68	88	97	39
HGLibA_21035	HDDC3	165	180	165	175	187	161
HGLibA_16923	FATE1	91	111	121	102	239	134
HGLibA_00072	AARS2	95	81	95	92	78	129
HGLibA_54157	WDR67	107	130	113	137	100	172
HGLibA_55279	ZFYVE20	102	96	78	169	141	99
HGLibA_31455	NDUFA3	284	225	326	279	274	284
HGLibA_03025	ARMC6	241	229	216	332	298	283
HGLibA_27371	LRRC47	172	130	168	168	229	146
HGLibA_09763	CKAP5	67	44	42	75	72	10
HGLibA_02729	ARHGAP22	195	185	157	161	193	161
HGLibA_18998	GGH	125	151	157	126	157	103
HGLibA_27818	MAATS1	171	193	163	103	187	121
HGLibA_33356	OLFML1	231	269	209	160	223	203
HGLibA_61001	hsa-mir-4726	253	168	155	190	192	144
HGLibA_53022	UNC5CL	141	181	179	165	230	142
HGLibA_64141	hsa-mir-8075	313	359	337	317	413	372
HGLibA_21577	HJURP	114	110	119	122	41	68
HGLibA_22015	HPCA	61	34	65	86	56	34
HGLibA_25105	KLHDC7A	127	171	140	85	106	70
HGLibA_06571	C7orf63	187	131	149	179	221	121
HGLibA_53737	VPS13C	106	84	114	125	205	86
HGLibA_56461	ZNF652	209	196	206	123	193	136
HGLibA_22569	IDUA	167	189	180	229	162	187
HGLibA_16818	FAM9A	195	145	160	246	110	168
HGLibA_58475	hsa-mir-30b	192	79	134	186	194	147
HGLibA_19299	GLRA1	82	98	65	95	53	55
HGLibA_11175	CRISPLD1	195	153	195	247	171	197
HGLibA_58339	hsa-mir-24-1	203	239	167	271	275	170
HGLibA_11480	CSTB	96	96	77	53	116	130
HGLibA_33796	OR2G3	33	34	38	0	61	27
HGLibA_40023	RABIF	103	152	143	134	273	112
HGLibA_15965	FAIM	154	130	173	182	232	162
HGLibA_30843	MYO3A	153	190	149	142	268	121
HGLibA_48138	TAAR9	204	219	201	193	228	157
HGLibA_39549	PTRH1	79	55	88	56	54	66
HGLibA_39794	RAB11FIP1	243	241	199	218	187	179
HGLibA_18922	GEMIN7	169	144	86	164	138	146
HGLibA_16514	FAM220A	108	166	174	260	276	137
HGLibA_61850	hsa-mir-548aa-1	122	101	133	116	101	59
HGLibA_59163	hsa-mir-3654	192	181	163	174	354	169
HGLibA_41628	RNF215	278	227	178	268	225	241
HGLibA_21964	HOXC13	210	218	270	273	428	179
HGLibA_50093	TMEM18	99	128	142	193	91	194
HGLibA_45842	SMUG1	179	188	168	211	282	179
HGLibA_17051	FBXO24	199	198	214	203	82	91
HGLibA_46754	SPOCK3	226	258	278	251	364	180
HGLibA_47833	SURF1	329	304	282	374	213	280
HGLibA_56693	ZNF765	239	139	203	223	80	59
HGLibA_26698	LMNB2	170	142	85	91	195	66
HGLibA_19082	GIMAP5	418	372	313	241	348	261
HGLibA_45504	SLIT1	151	154	163	148	126	115
HGLibA_01236	AGPAT9	102	75	54	67	88	86
HGLibA_39090	PSMA8	62	86	79	94	70	78
HGLibA_27923	MAGEA9	314	255	221	323	359	272
HGLibA_35710	PDAP1	80	96	64	175	176	118
HGLibA_15690	EVI2B	51	27	72	97	15	55
HGLibA_59404	hsa-mir-376a-1	194	124	148	148	185	142
HGLibA_23626	IRS4	125	150	122	186	186	111
HGLibA_35731	PDCD2L	59	63	58	6	62	19
HGLibA_06040	C21orf58	92	62	106	95	69	79
HGLibA_14774	EIF3D	136	22	22	62	44	31
HGLibA_50399	TMEM42	151	160	148	178	52	120
HGLibA_23063	IL1RL2	115	91	111	78	193	81
HGLibA_36837	PKN1	171	170	182	125	199	185
HGLibA_26652	LLGL2	106	104	68	97	83	99
HGLibA_47041	SRRD	262	303	321	470	369	350
HGLibA_09564	CHRNA10	170	164	169	161	207	158
HGLibA_19050	GHRL	38	101	35	38	82	44
HGLibA_60116	hsa-mir-4432	97	102	106	183	180	81
HGLibA_34279	OR5D16	115	119	128	39	134	95
HGLibA_21133	HEMK1	143	98	102	186	224	164
HGLibA_23690	ISX	172	148	186	150	262	182
HGLibA_18724	GBGT1	122	164	123	122	265	128
HGLibA_48377	TAS2R19	100	48	129	59	64	72
HGLibA_56182	ZNF534	77	134	61	156	59	125
HGLibA_21289	HIC1	234	241	227	221	334	199
HGLibA_14438	EDARADD	112	93	137	169	53	111
HGLibA_39159	PSMD13	133	148	123	121	263	141
HGLibA_50997	TOP2B	139	104	136	174	175	185
HGLibA_26952	LOC441155	204	151	162	161	370	193
HGLibA_50716	TNFAIP6	197	151	176	166	207	122
HGLibA_31411	NDP	60	53	77	109	43	16
HGLibA_20362	GRM8	139	96	78	119	213	99
HGLibA_56841	ZNF836	53	28	60	79	41	58
HGLibA_36624	PIK3C2B	203	197	213	226	206	212
HGLibA_12069	CYP1A2	86	145	115	105	125	121
HGLibA_64213	hsa-mir-876	180	144	160	96	233	142
HGLibA_18230	FXYD3	268	246	282	184	292	194
HGLibA_03745	ATP6V1D	46	57	84	117	27	29
HGLibA_51645	TRIP4	222	212	252	265	228	184
HGLibA_33585	OR11L1	141	135	124	196	170	95
HGLibA_12454	DCAF7	145	129	119	80	189	56
HGLibA_55746	ZNF285	92	88	74	81	137	77
HGLibA_45729	SMIM13	85	76	71	89	73	66
HGLibA_04173	BATF	140	146	170	89	250	94
HGLibA_07289	CASKIN1	65	50	61	13	40	43
HGLibA_41906	RPL23A	88	80	58	91	39	46
HGLibA_07455	CBX4	121	210	157	120	158	111
HGLibA_36622	PIK3C2A	235	260	259	341	327	305
HGLibA_44252	SIX4	87	83	74	95	193	42
HGLibA_05484	C16orf78	221	236	275	220	187	189
HGLibA_00608	ACTC1	114	142	136	198	139	87
HGLibA_26343	LFNG	77	109	93	89	85	83
HGLibA_33705	OR1N1	69	65	93	116	94	82
HGLibA_07057	CAMK1	114	88	87	112	46	95
HGLibA_64446	NonTargetingControlGuideForHuman_0063	297	286	310	329	345	314
HGLibA_18775	GCG	261	246	251	272	247	233
HGLibA_13417	DMRT1	154	159	148	135	215	204
HGLibA_59672	hsa-mir-3978	396	431	388	320	329	343
HGLibA_50270	TMEM235	73	52	49	77	88	70
HGLibA_09844	CLCNKB	68	52	50	47	37	27
HGLibA_50510	TMEM74	44	15	46	64	42	27
HGLibA_50594	TMOD1	159	105	135	207	210	157
HGLibA_09356	CHAT	253	298	302	331	302	341
HGLibA_52759	UBR5	75	67	50	71	137	97
HGLibA_38272	PRAM1	134	108	134	61	81	87
HGLibA_52338	TULP4	98	115	100	131	148	98
HGLibA_38072	PPP1R1C	123	105	107	84	78	109
HGLibA_12596	DDB2	154	155	154	218	238	99
HGLibA_05987	C20orf141	393	386	396	408	508	393
HGLibA_43383	SEMG2	129	114	152	177	197	187
HGLibA_40060	RAD18	47	53	68	10	56	38
HGLibA_43510	SERPINA11	170	203	214	132	203	134
HGLibA_18345	GABBR2	159	134	110	135	88	100
HGLibA_04800	BRF2	67	44	68	118	64	57
HGLibA_21867	HOMER2	215	261	289	301	193	128
HGLibA_35240	PARP6	98	103	56	137	151	81
HGLibA_28626	MCM8	125	118	114	128	84	91
HGLibA_53673	VIT	23	21	44	42	0	28
HGLibA_48690	TCAIM	89	83	80	8	68	55
HGLibA_10154	CLU	73	79	59	63	92	77
HGLibA_32165	NME5	152	104	151	125	73	59
HGLibA_46731	SPN	130	96	134	103	213	231
HGLibA_32047	NKX2-8	62	139	78	112	166	70
HGLibA_21970	HOXC5	207	216	238	213	200	177
HGLibA_64891	NonTargetingControlGuideForHuman_0508	100	97	123	145	200	137
HGLibA_08500	CDADC1	201	202	177	201	274	195
HGLibA_40435	RBBP6	109	99	100	136	106	62
HGLibA_41195	RHOJ	104	72	90	115	56	76
HGLibA_14747	EIF2B5	159	127	102	176	131	46
HGLibA_47754	SULT1E1	100	99	72	216	113	102
HGLibA_22945	IL10	189	196	186	216	409	259
HGLibA_33232	OBSCN	143	100	195	70	95	103
HGLibA_41194	RHOH	71	61	50	82	77	79
HGLibA_22456	HYKK	118	73	107	66	76	63
HGLibA_42756	SART1	135	87	99	189	191	116
HGLibA_07054	CALY	84	175	146	146	182	101
HGLibA_13316	DLD	106	176	87	131	109	103
HGLibA_59541	hsa-mir-3916	32	25	11	0	11	18
HGLibA_18328	GAB4	125	94	134	44	31	38
HGLibA_16646	FAM57B	83	129	120	131	169	97
HGLibA_19315	GLRX2	129	60	123	58	84	59
HGLibA_41613	RNF207	118	113	80	179	58	87
HGLibA_49536	TIMP1	223	173	214	145	217	169
HGLibA_36408	PHKB	261	319	289	330	350	219
HGLibA_41459	RNF103-CHMP3	101	40	59	36	34	76
HGLibA_56912	ZNF93	186	219	158	107	175	105
HGLibA_27159	LRFN3	165	129	127	139	137	125
HGLibA_03962	B3GALT5	96	106	95	88	125	70
HGLibA_13656	DNASE1L1	201	176	168	273	157	216
HGLibA_44993	SLC35E2B	268	144	220	292	288	198
HGLibA_25338	KNDC1	139	196	126	137	258	80
HGLibA_36393	PHGDH	120	167	210	254	292	221
HGLibA_33279	ODF2	77	41	76	64	41	43
HGLibA_09310	CGB7	46	57	56	36	20	22
HGLibA_24858	KIF13B	82	56	100	127	99	43
HGLibA_35901	PDK3	180	166	157	179	241	171
HGLibA_25354	KPNA1	194	224	242	265	334	241
HGLibA_62050	hsa-mir-548o	81	96	62	44	74	49
HGLibA_63625	hsa-mir-6861	66	37	37	93	89	37
HGLibA_10991	CPS1	151	107	170	189	233	183
HGLibA_19562	GNPAT	113	119	93	107	83	83
HGLibA_61107	hsa-mir-4752	248	187	256	214	256	158
HGLibA_09042	CENPBD1	110	82	107	166	120	61
HGLibA_35389	PCDH10	203	197	166	228	266	193
HGLibA_54893	ZBTB44	229	213	298	317	288	264
HGLibA_19734	GPATCH1	134	99	95	152	130	62
HGLibA_42028	RPP25	111	98	92	103	53	115
HGLibA_46031	SNX11	109	114	90	195	198	114
HGLibA_59433	hsa-mir-378c	130	136	199	173	163	119
HGLibA_16393	FAM199X	190	133	197	178	127	140
HGLibA_47741	SULT1A4	101	87	104	142	115	78
HGLibA_51214	TPTE	258	323	307	313	259	322
HGLibA_18009	FRMD1	126	83	123	150	91	122
HGLibA_36532	PIDD	284	296	205	252	217	266
HGLibA_12987	DEPDC7	162	165	249	206	169	214
HGLibA_21951	HOXB8	120	99	95	100	192	89
HGLibA_00562	ACSL5	153	143	97	267	223	140
HGLibA_43134	SDHA	280	293	369	315	236	230
HGLibA_04277	BCKDHA	215	217	170	135	232	133
HGLibA_15960	FAHD2B	177	177	152	166	165	121
HGLibA_48990	TEN1	127	81	94	69	127	55
HGLibA_08600	CDC73	31	29	41	83	62	31
HGLibA_37107	PLEKHG3	346	463	409	413	417	314
HGLibA_36242	PGK2	109	107	102	81	88	139
HGLibA_02660	ARFGAP1	61	64	58	34	148	44
HGLibA_54670	YIPF1	75	61	47	78	86	51
HGLibA_22616	IFI6	107	180	125	163	187	114
HGLibA_47869	SUV420H2	75	112	130	49	121	71
HGLibA_37032	PLCZ1	129	175	231	215	238	136
HGLibA_07575	CCDC124	101	76	109	124	131	93
HGLibA_20634	GUCA1A	380	462	508	571	653	450
HGLibA_59521	hsa-mir-3913-1	39	18	52	34	40	78
HGLibA_51486	TRIM39-RPP21	206	249	236	241	211	210
HGLibA_39912	RAB3C	132	113	143	99	210	126
HGLibA_37254	PLXDC2	90	70	68	57	33	101
HGLibA_01277	AGXT2L1	172	152	197	220	173	149
HGLibA_08543	CDC34	100	147	115	145	143	90
HGLibA_53634	VGLL1	332	328	311	322	409	409
HGLibA_00416	ACCSL	58	88	99	79	81	60
HGLibA_07978	CCL17	43	20	39	51	5	14
HGLibA_09508	CHN2	130	143	156	159	196	107
HGLibA_16361	FAM192A	175	151	181	149	122	134
HGLibA_05478	C16orf72	292	331	191	278	169	186
HGLibA_59972	hsa-mir-4314	194	164	218	213	253	178
HGLibA_08939	CEACAM3	143	123	126	109	101	64
HGLibA_11283	CRYGN	98	129	79	76	102	63
HGLibA_17474	FHDC1	236	235	243	247	323	228
HGLibA_47753	SULT1C4	150	96	89	121	106	86
HGLibA_29114	MFSD7	171	199	230	193	310	183
HGLibA_39923	RAB3GAP2	127	85	81	34	95	74
HGLibA_27252	LRRC10B	42	61	52	19	53	43
HGLibA_39938	RAB40B	148	120	156	268	139	109
HGLibA_42832	SCAI	184	177	150	182	190	86
HGLibA_07976	CCL16	232	285	329	341	316	189
HGLibA_09506	CHN1	108	120	92	110	151	109
HGLibA_16337	FAM186A	165	190	213	96	159	112
HGLibA_34415	OR6F1	80	106	71	137	95	108
HGLibA_09952	CLEC19A	133	179	107	151	160	147
HGLibA_44811	SLC26A9	111	158	130	60	256	113
HGLibA_60501	hsa-mir-4514	20	32	29	81	27	67
HGLibA_00160	ABCC10	165	146	177	195	174	112
HGLibA_31370	NCR3LG1	77	52	70	54	42	99
HGLibA_34462	OR7A5	81	96	45	21	57	23
HGLibA_17315	FEZ2	120	112	78	131	112	82
HGLibA_22093	HRH1	221	229	169	141	196	155
HGLibA_05530	C17orf112	108	132	134	101	131	157
HGLibA_07869	CCDC77	17	30	24	7	52	18
HGLibA_10518	COL16A1	191	160	162	216	131	142
HGLibA_01554	ALDH1L1	210	236	213	204	271	228
HGLibA_02206	ANP32E	160	129	108	79	177	124
HGLibA_39751	QSER1	57	83	74	97	42	77
HGLibA_50018	TMEM159	189	227	155	221	243	197
HGLibA_18551	GALNT18	143	89	79	70	67	108
HGLibA_37132	PLEKHH3	119	96	100	81	150	59
HGLibA_07048	CALR3	215	240	264	195	279	130
HGLibA_14481	EDNRB	145	169	150	178	268	88
HGLibA_23000	IL17F	160	97	124	167	187	130
HGLibA_65147	NonTargetingControlGuideForHuman_0764	280	282	267	294	253	276
HGLibA_20401	GSC2	164	111	186	123	135	145
HGLibA_47561	STPG2	187	169	153	199	118	107
HGLibA_18996	GGCX	259	339	290	441	304	221
HGLibA_07297	CASP10	301	301	291	304	361	267
HGLibA_14482	EDNRB	207	216	259	301	157	143
HGLibA_54897	ZBTB46	102	93	101	42	124	63
HGLibA_03885	AUTS2	92	45	64	85	144	67
HGLibA_38273	PRAM1	277	261	350	314	288	338
HGLibA_21637	HLA-DRB1	250	213	234	199	303	230
HGLibA_65073	NonTargetingControlGuideForHuman_0690	59	44	61	64	124	50
HGLibA_32732	NRXN1	355	289	417	376	469	340
HGLibA_18145	FTSJD2	64	40	39	47	83	33
HGLibA_55034	ZCCHC3	38	40	29	88	89	98
HGLibA_53357	USP39	144	71	96	153	185	95
HGLibA_40078	RAD51	161	136	148	129	137	127
HGLibA_40336	RASGEF1C	50	96	35	114	80	68
HGLibA_16954	FBN1	126	133	172	176	286	145
HGLibA_47380	STAT1	125	120	139	122	146	103
HGLibA_46289	SP110	121	119	171	162	269	261
HGLibA_46149	SOD3	24	53	71	88	69	46
HGLibA_18905	GDPGP1	232	287	231	205	452	262
HGLibA_19015	GGT6	267	249	291	247	260	242
HGLibA_01108	AFF2	160	87	98	135	127	108
HGLibA_52153	TTC7B	339	290	223	203	325	166
HGLibA_55891	ZNF383	227	186	229	184	351	120
HGLibA_10382	CNST	197	238	233	178	145	189
HGLibA_05308	C13orf35	174	142	157	170	156	173
HGLibA_41416	RNASE7	175	177	174	202	297	212
HGLibA_19133	GIT2	84	71	124	94	64	104
HGLibA_44462	SLC17A2	190	175	211	213	135	137
HGLibA_39000	PSAP	60	50	17	28	100	39
HGLibA_39922	RAB3GAP2	67	81	81	75	92	51
HGLibA_55577	ZNF205	148	129	161	290	314	238
HGLibA_47104	SS18L1	175	160	143	202	190	90
HGLibA_03539	ATOH8	55	61	45	102	178	98
HGLibA_58840	hsa-mir-3186	222	221	191	173	200	190
HGLibA_14882	ELAVL2	304	359	285	329	497	292
HGLibA_31630	NEIL1	273	249	260	341	401	291
HGLibA_10238	CMYA5	126	77	71	67	50	51
HGLibA_41297	RING1	196	222	187	197	294	127
HGLibA_49211	TGFB1I1	75	66	84	107	60	72
HGLibA_34934	PABPC3	127	117	116	119	107	124
HGLibA_30234	MSR1	131	157	155	127	114	144
HGLibA_30266	MSTN	256	214	208	226	152	129
HGLibA_60949	hsa-mir-4712	35	42	52	87	72	40
HGLibA_19405	GMFG	109	113	73	168	125	69
HGLibA_09989	CLEC4E	92	73	97	67	165	73
HGLibA_07909	CCDC88B	166	210	214	169	186	172
HGLibA_35302	PAX3	85	79	70	114	101	70
HGLibA_62093	hsa-mir-549a	100	106	81	90	154	117
HGLibA_11976	CYB561	91	99	61	90	84	86
HGLibA_25050	KLF13	101	126	114	144	149	70
HGLibA_48532	TBC1D30	105	128	108	65	117	90
HGLibA_55224	ZFP62	257	281	252	247	258	204
HGLibA_29246	MIEF2	158	190	156	151	204	142
HGLibA_35881	PDIA4	171	135	77	155	77	81
HGLibA_50537	TMEM88	144	148	224	231	148	199
HGLibA_00682	ACTRT3	127	166	114	161	276	140
HGLibA_06883	CACNA1D	139	106	151	82	105	120
HGLibA_05305	C12orf79	87	60	66	117	83	74
HGLibA_49118	TFAM	190	186	157	221	294	132
HGLibA_44060	SHMT1	63	73	62	45	165	98
HGLibA_49037	TET1	111	150	90	107	115	89
HGLibA_12410	DBX2	79	69	69	160	136	133
HGLibA_33814	OR2K2	210	202	199	221	248	172
HGLibA_37519	POLE4	322	310	265	311	285	279
HGLibA_60651	hsa-mir-4636	95	86	95	104	50	85
HGLibA_21339	HIPK1	73	135	128	139	247	132
HGLibA_63803	hsa-mir-7110	154	193	136	102	47	118
HGLibA_05304	C12orf77	68	70	33	43	37	30
HGLibA_55579	ZNF207	185	154	143	201	169	188
HGLibA_00165	ABCC11	144	131	159	172	130	130
HGLibA_20368	GRP	56	110	75	145	227	70
HGLibA_48471	TBC1D10C	91	77	97	81	137	62
HGLibA_17488	FHL5	130	114	140	152	151	195
HGLibA_36104	PEX19	230	191	190	273	265	120
HGLibA_42499	RXFP3	113	78	108	146	145	101
HGLibA_51047	TP53	215	154	201	183	58	138
HGLibA_11763	CUBN	166	136	135	147	170	141
HGLibA_56232	ZNF558	292	322	366	260	350	323
HGLibA_34531	OR8H3	101	151	163	119	186	90
HGLibA_19427	GMPR	61	56	39	8	54	15
HGLibA_34073	OR51A2	114	100	167	112	194	115
HGLibA_19556	GNLY	114	104	114	48	115	96
HGLibA_12646	DDTL	150	119	114	231	177	129
HGLibA_23436	INTS9	265	245	251	166	273	202
HGLibA_13062	DGKB	192	217	191	333	275	202
HGLibA_39707	PYROXD2	71	91	79	69	74	55
HGLibA_01678	ALOX12B	65	82	58	73	45	57
HGLibA_04626	BMPER	103	137	129	170	111	112
HGLibA_22943	IL10	93	83	110	67	93	66
HGLibA_45297	SLC6A13	93	106	135	105	95	167
HGLibA_36183	PFN4	270	304	299	380	473	329
HGLibA_31230	NBPF24	54	34	21	24	14	36
HGLibA_60631	hsa-mir-455	202	264	308	280	314	186
HGLibA_60793	hsa-mir-4669	83	209	150	183	114	174
HGLibA_13691	DNM3	78	94	113	90	128	112
HGLibA_39415	PTPLA	66	105	66	126	81	86
HGLibA_07122	CAND1	199	234	221	214	186	221
HGLibA_63218	hsa-mir-6764	118	122	144	233	293	204
HGLibA_39154	PSMD11	111	161	160	158	219	199
HGLibA_28612	MCM4	103	100	88	74	108	99
HGLibA_02294	AP1M2	319	300	329	299	396	276
HGLibA_33740	OR2A5	263	215	277	195	252	127
HGLibA_02969	ARL4C	56	74	32	17	41	46
HGLibA_42948	SCIN	171	192	180	182	235	179
HGLibA_02734	ARHGAP24	50	49	75	49	103	84
HGLibA_28972	METTL20	159	116	133	148	133	124
HGLibA_62142	hsa-mir-557	46	85	75	55	100	50
HGLibA_48131	TAAR6	219	159	244	211	177	209
HGLibA_55145	ZFAND1	73	56	95	105	108	109
HGLibA_27365	LRRC45	112	69	72	51	61	41
